1,2018-01-15 18:11:12.141084,00501,Holtsville,NY,Suffolk County,America/New_York,f
2,2018-01-15 18:11:12.141084,00544,Holtsville,NY,Suffolk County,America/New_York,f
3,2018-01-15 18:11:12.141084,00601,Adjuntas,PR,Adjuntas Municipio,America/Puerto_Rico,f
4,2018-01-15 18:11:12.141084,00602,Aguada,PR,Aguada Municipio,,f
5,2018-01-15 18:11:12.141084,00603,Aguadilla,PR,Aguadilla Municipio,America/Puerto_Rico,f
6,2018-01-15 18:11:12.141084,00604,Aguadilla,PR,,,f
7,2018-01-15 18:11:12.141084,00605,Aguadilla,PR,,,f
8,2018-01-15 18:11:12.141084,00606,Maricao,PR,Maricao Municipio,America/Puerto_Rico,f
9,2018-01-15 18:11:12.141084,00610,Anasco,PR,Aasco Municipio,,f
10,2018-01-15 18:11:12.141084,00611,Angeles,PR,,,f
11,2018-01-15 18:11:12.141084,00612,Arecibo,PR,Arecibo Municipio,America/Puerto_Rico,f
12,2018-01-15 18:11:12.141084,00613,Arecibo,PR,,,f
13,2018-01-15 18:11:12.141084,00614,Arecibo,PR,,,f
14,2018-01-15 18:11:12.141084,00616,Bajadero,PR,Arecibo Municipio,America/Puerto_Rico,f
15,2018-01-15 18:11:12.141084,00617,Barceloneta,PR,Barceloneta Municipio,America/Puerto_Rico,f
16,2018-01-15 18:11:12.141084,00622,Boqueron,PR,Cabo Rojo Municipio,,f
17,2018-01-15 18:11:12.141084,00623,Cabo Rojo,PR,Cabo Rojo Municipio,,f
18,2018-01-15 18:11:12.141084,00624,Penuelas,PR,Peuelas Municipio,,f
19,2018-01-15 18:11:12.141084,00627,Camuy,PR,Camuy Municipio,,f
20,2018-01-15 18:11:12.141084,00631,Castaner,PR,Lares Municipio,,f
21,2018-01-15 18:11:12.141084,00636,Rosario,PR,,,f
22,2018-01-15 18:11:12.141084,00637,Sabana Grande,PR,Sabana Grande Municipio,,f
23,2018-01-15 18:11:12.141084,00638,Ciales,PR,Ciales Municipio,,f
24,2018-01-15 18:11:12.141084,00641,Utuado,PR,Utuado Municipio,,f
25,2018-01-15 18:11:12.141084,00646,Dorado,PR,Dorado Municipio,,f
26,2018-01-15 18:11:12.141084,00647,Ensenada,PR,Gunica Municipio,,f
27,2018-01-15 18:11:12.141084,00650,Florida,PR,Florida Municipio,,f
28,2018-01-15 18:11:12.141084,00652,Garrochales,PR,Arecibo Municipio,America/Puerto_Rico,f
29,2018-01-15 18:11:12.141084,09056,Apo,AE,,,f
30,2018-01-15 18:11:12.141084,00653,Guanica,PR,Gunica Municipio,,f
31,2018-01-15 18:11:12.141084,00656,Guayanilla,PR,Guayanilla Municipio,,f
32,2018-01-15 18:11:12.141084,00659,Hatillo,PR,Hatillo Municipio,,f
33,2018-01-15 18:11:12.141084,00660,Hormigueros,PR,Hormigueros Municipio,,f
34,2018-01-15 18:11:12.141084,00662,Isabela,PR,Isabela Municipio,,f
35,2018-01-15 18:11:12.141084,00664,Jayuya,PR,Jayuya Municipio,,f
36,2018-01-15 18:11:12.141084,00667,Lajas,PR,Lajas Municipio,,f
37,2018-01-15 18:11:12.141084,00669,Lares,PR,Lares Municipio,,f
38,2018-01-15 18:11:12.141084,00670,Las Marias,PR,Las Maras Municipio,,f
39,2018-01-15 18:11:12.141084,00674,Manati,PR,Manat Municipio,,f
40,2018-01-15 18:11:12.141084,00676,Moca,PR,Moca Municipio,,f
41,2018-01-15 18:11:12.141084,00677,Rincon,PR,Rincn Municipio,,f
42,2018-01-15 18:11:12.141084,00678,Quebradillas,PR,Quebradillas Municipio,,f
43,2018-01-15 18:11:12.141084,00680,Mayaguez,PR,Mayagez Municipio,,f
44,2018-01-15 18:11:12.141084,00681,Mayaguez,PR,,,f
45,2018-01-15 18:11:12.141084,00682,Mayaguez,PR,Mayagez Municipio,,f
46,2018-01-15 18:11:12.141084,00683,San German,PR,San Germn Municipio,,f
47,2018-01-15 18:11:12.141084,00685,San Sebastian,PR,San Sebastin Municipio,,f
48,2018-01-15 18:11:12.141084,00741,Punta Santiago,PR,Humacao Municipio,,f
49,2018-01-15 18:11:12.141084,00742,Roosevelt Roads,PR,,,f
50,2018-01-15 18:11:12.141084,00687,Morovis,PR,Morovis Municipio,,f
51,2018-01-15 18:11:12.141084,00688,Sabana Hoyos,PR,Arecibo Municipio,,f
52,2018-01-15 18:11:12.141084,00690,San Antonio,PR,Aguadilla Municipio,,f
53,2018-01-15 18:11:12.141084,00692,Vega Alta,PR,Vega Alta Municipio,,f
54,2018-01-15 18:11:12.141084,00693,Vega Baja,PR,Vega Baja Municipio,,f
55,2018-01-15 18:11:12.141084,00694,Vega Baja,PR,Vega Baja Municipio,,f
56,2018-01-15 18:11:12.141084,00698,Yauco,PR,Yauco Municipio,,f
57,2018-01-15 18:11:12.141084,00703,Aguas Buenas,PR,Aguas Buenas Municipio,,f
58,2018-01-15 18:11:12.141084,00704,Aguirre,PR,Salinas Municipio,,f
59,2018-01-15 18:11:12.141084,00705,Aibonito,PR,Aibonito Municipio,,f
60,2018-01-15 18:11:12.141084,00707,Maunabo,PR,Maunabo Municipio,,f
61,2018-01-15 18:11:12.141084,00714,Arroyo,PR,Arroyo Municipio,,f
62,2018-01-15 18:11:12.141084,00715,Mercedita,PR,Ponce Municipio,,f
63,2018-01-15 18:11:12.141084,00716,Ponce,PR,Ponce Municipio,,f
64,2018-01-15 18:11:12.141084,00717,Ponce,PR,Ponce Municipio,,f
65,2018-01-15 18:11:12.141084,00718,Naguabo,PR,Naguabo Municipio,,f
66,2018-01-15 18:11:12.141084,00719,Naranjito,PR,Naranjito Municipio,,f
67,2018-01-15 18:11:12.141084,00720,Orocovis,PR,Orocovis Municipio,,f
68,2018-01-15 18:11:12.141084,00721,Palmer,PR,,,f
69,2018-01-15 18:11:12.141084,00723,Patillas,PR,Patillas Municipio,America/Puerto_Rico,f
70,2018-01-15 18:11:12.141084,00744,Rio Blanco,PR,,,f
71,2018-01-15 18:11:12.141084,00983,Carolina,PR,Carolina Municipio,America/Puerto_Rico,f
72,2018-01-15 18:11:12.141084,00725,Caguas,PR,Caguas Municipio,,f
73,2018-01-15 18:11:12.141084,00726,Caguas,PR,,,f
74,2018-01-15 18:11:12.141084,00727,Caguas,PR,Caguas Municipio,,f
75,2018-01-15 18:11:12.141084,00728,Ponce,PR,Ponce Municipio,,f
76,2018-01-15 18:11:12.141084,00729,Canovanas,PR,Canvanas Municipio,America/Puerto_Rico,f
77,2018-01-15 18:11:12.141084,00730,Ponce,PR,Ponce Municipio,,f
78,2018-01-15 18:11:12.141084,00731,Ponce,PR,Ponce Municipio,,f
79,2018-01-15 18:11:12.141084,00732,Ponce,PR,,,f
80,2018-01-15 18:11:12.141084,00733,Ponce,PR,,,f
81,2018-01-15 18:11:12.141084,00734,Ponce,PR,,,f
82,2018-01-15 18:11:12.141084,00735,Ceiba,PR,Ceiba Municipio,,f
83,2018-01-15 18:11:12.141084,00736,Cayey,PR,Cayey Municipio,,f
84,2018-01-15 18:11:12.141084,00737,Cayey,PR,,,f
85,2018-01-15 18:11:12.141084,00738,Fajardo,PR,Fajardo Municipio,,f
86,2018-01-15 18:11:12.141084,00739,Cidra,PR,Cidra Municipio,,f
87,2018-01-15 18:11:12.141084,00740,Puerto Real,PR,Fajardo Municipio,,f
88,2018-01-15 18:11:12.141084,00745,Rio Grande,PR,Ro Grande Municipio,,f
89,2018-01-15 18:11:12.141084,00751,Salinas,PR,Salinas Municipio,,f
90,2018-01-15 18:11:12.141084,00754,San Lorenzo,PR,San Lorenzo Municipio,,f
91,2018-01-15 18:11:12.141084,00757,Santa Isabel,PR,Santa Isabel Municipio,America/Puerto_Rico,f
92,2018-01-15 18:11:12.141084,00765,Vieques,PR,Vieques Municipio,,f
93,2018-01-15 18:11:12.141084,00766,Villalba,PR,Villalba Municipio,,f
94,2018-01-15 18:11:12.141084,00767,Yabucoa,PR,Yabucoa Municipio,,f
95,2018-01-15 18:11:12.141084,00769,Coamo,PR,Coamo Municipio,,f
96,2018-01-15 18:11:12.141084,00771,Las Piedras,PR,Las Piedras Municipio,,f
97,2018-01-15 18:11:12.141084,00772,Loiza,PR,Loza Municipio,,f
98,2018-01-15 18:11:12.141084,00773,Luquillo,PR,Luquillo Municipio,,f
99,2018-01-15 18:11:12.141084,00775,Culebra,PR,Culebra Municipio,,f
100,2018-01-15 18:11:12.141084,00777,Juncos,PR,Juncos Municipio,,f
101,2018-01-15 18:11:12.141084,00778,Gurabo,PR,Gurabo Municipio,,f
